Question_ID,answer_text,answer_cut,words_num,score
43,不知道,不 知道 ,2,0
43,空气呼吸通过鼻子进入，通过肺和隔膜,空气 呼吸 通过 鼻子 进入 通过 肺 和 隔膜 ,9,0
43,我无法解释,我 无法解释 ,2,0
43,当我们吸气时，我们会将空气带入我们的身体，当我们体内的过程发生后，我们会呼出空气,当 我们 吸气 时 我们 会 将 空气 带入 我们 的 身体 当 我们 体内 的 过程 发生 后 我们 会呼出 空气 ,22,1
43,吸气是当O进入时，呼气是当CO2出现时。,吸气 是 当 O 进入 时 呼气 是 当 CO 出现 时 ,12,1
43,在吸气时氧气进入，在呼气中氧气离开,在 吸气 时 氧气 进入 在 呼气 中 氧气 离开 ,10,0
43,当我们吸气膜片时它会上升，而当我们吸气膜片时它会放松,当 我们 吸气 膜片 时 它 会 上升 而 当 我们 吸气 膜片 时 它 会 放松 ,17,0
43,Aaaahhhh annnnnnn,Aaaahhhh annnnnnn ,2,0
43,吸气进出,吸气 进出 ,2,1
43,呼吸氧气并呼出二氧化碳。,呼吸 氧气 并 呼出 二氧化碳 ,5,1
43,在吸气时，您将氧气向内拉。呼气时排出二氧化碳,在 吸气 时 您 将 氧气 向 内 拉 呼气 时 排出 二氧化碳 ,13,1
43,肺在O2和CO2之间交换气体，呼吸出二氧化碳并呼吸氧气,肺 在 O 和 CO 之间 交换 气体 呼吸 出 二氧化碳 并 呼吸 氧气 ,14,1
43,不知道。,不 知道 ,2,0
43,肺开放接受空气,肺 开放 接受 空气 ,4,0
43,释放二氧化碳,释放 二氧化碳 ,2,0
43,吸入是向内的，通过鼻子吸入空气，而呼气是向外的，通过口腔释放。,吸入 是 向 内 的 通过 鼻子 吸入 空气 而 呼气 是 向 外 的 通过 口腔 释放 ,18,1
43,在吸气的过程中，我们将氧气携带到肺中，并分配到细胞中；在呼气的过程中，我们将二氧化碳带出了人体。,在 吸气 的 过程 中 我们 将 氧气 携带 到 肺 中 并 分配 到 细胞 中 在 呼气 的 过程 中 我们 将 二氧化碳 带出 了 人体 ,28,1
43,呼气是一种呼吸过程，它促使空气从肺部排出，这是通过吸气进入的。,呼气 是 一种 呼吸 过程 它 促使 空气 从 肺部 排出 这是 通过 吸气 进入 的 ,16,1
43,空气通过鼻子进入，通过咽部，通过肺部，进入羽毛，然后返回并通过嘴离开,空气 通过 鼻子 进入 通过 咽部 通过 肺部 进入 羽毛 然后 返回 并 通过 嘴 离开 ,16,2
43,肺以及如何使气球聚焦它具有在我们正常呼吸的帮助下拉动和释放空气的功能,肺 以及 如何 使 气球 聚焦 它 具有 在 我们 正常 呼吸 的 帮助 下 拉动 和 释放 空气 的 功能 ,21,0
43,吸气时，肺部膨胀，隔膜diaphragm缩；呼气时，肺部释放空气，隔膜放松,吸气 时 肺部 膨胀 隔膜 diaphragm 缩 呼气 时 肺部 释放 空气 隔膜 放松 ,14,2
43,灵感是氧气进入肺部，呼气是二氧化碳从体内排出,灵感 是 氧气 进入 肺部 呼气 是 二氧化碳 从 体内 排出 ,11,1
43,您吸入氧气，然后氧气通过肺部，它净化了空气，脏空气以二氧化碳的形式从呼气中排出,您 吸入 氧气 然后 氧气 通过 肺部 它 净化 了 空气 脏 空气 以 二氧化碳 的 形式 从 呼气 中 排出 ,21,0
43,吸入会使隔膜收缩，而呼气则不会。,吸入 会 使 隔膜 收缩 而 呼气 则 不会 ,9,1
43,当您呼吸空气时，the肌上升，背部肌肉收缩,当 您 呼吸 空气 时 the 肌 上升 背部 肌肉 收缩 ,11,1
43,当隔膜通过吸入空气而收缩时发生吸入，而呼出时隔膜通过释放空气而再次松弛,当 隔膜 通过 吸入 空气 而 收缩 时 发生 吸入 而呼 出时 隔膜 通过 释放 空气 而 再次 松弛 ,19,1
43,不知道,不 知道 ,2,0
43,这是肌肉做的,这是 肌肉 做 的 ,4,1
43,肺呼气和吸气,肺 呼气 和 吸气 ,4,0
43,不知道,不 知道 ,2,0
43,空气通过鼻子进入，穿过喉部到达肺部，进行气体交换，氧气进入其中，二氧化碳排出。,空气 通过 鼻子 进入 穿过 喉部 到达 肺部 进行 气体 交换 氧气 进入 其中 二氧化碳 排出 ,16,1
43,在吸气的过程中，我们将氧气携带到肺中，并分配到细胞中；在呼气的过程中，我们将二氧化碳带出了人体。,在 吸气 的 过程 中 我们 将 氧气 携带 到 肺 中 并 分配 到 细胞 中 在 呼气 的 过程 中 我们 将 二氧化碳 带出 了 人体 ,28,1
43,空气通过鼻腔进入，穿过肺部，并通过隔膜的收缩等排出。,空气 通过 鼻腔 进入 穿过 肺部 并 通过 隔膜 的 收缩 等 排出 ,13,0
43,鼓舞人心：空气进入鼻腔通道，穿过肺部，并通过隔膜的收缩而排出。当收缩时，隔膜下降，这随着肋间肌肉的运动而增加了胸部的体积，导致内部压力降低并变得小于大气压。这样，空气便会通过肺部渗透。\经验：The肌和肋间肌肉松弛，这减少了胸腔的容积并将排出的空气排出。,鼓舞人心 空气 进入 鼻腔 通道 穿过 肺部 并 通过 隔膜 的 收缩 而 排出 当 收缩 时 隔膜 下降 这 随着 肋间肌 肉 的 运动 而 增加 了 胸部 的 体积 导致 内部 压力 降低 并 变得 小于 大气压 这样 空气 便会 通过 肺部 渗透 经验 The 肌 和 肋间肌 肉 松弛 这 减少 了 胸腔 的 容积 并 将 排出 的 空气 排出 ,64,3
43,不知道,不 知道 ,2,0
43,吸气：隔膜收缩，使肺充满空气。呼气：隔膜松弛，肺收缩，释放空气,吸气 隔膜 收缩 使 肺 充满 空气 呼气 隔膜 松弛 肺 收缩 释放 空气 ,14,1
43,吸入会吸出氧气\呼出会排出二氧化碳,吸入 会 吸出 氧气 呼出 会 排出 二氧化碳 ,8,1
43,吸入并释放空气，然后呼出并吸入空气。,吸入 并 释放 空气 然后 呼出 并 吸入 空气 ,9,0
43,主要器官是肺，鼻子和嘴，支气管，咽和气管。,主要 器官 是 肺 鼻子 和 嘴 支气管 咽 和 气管 ,11,0
43,当我们吸气膜上升时，当我们呼气膜下降时，该机制通过膜起作用。,当 我们 吸气 膜 上升时 当 我们 呼气 膜 下降时 该 机制 通过 膜 起 作用 ,16,2
43,吸气时，隔膜会下降，让空气进入。当呼气时，隔膜上升并压缩肺以使空气逸出,吸气 时 隔膜 会 下降 让 空气 进入 当 呼气 时 隔膜 上升 并 压缩 肺以 使 空气 逸 出 ,20,1
43,我学过，但我不记得了,我学过 但 我 不 记得 了 ,6,0
43,不知道,不 知道 ,2,0
43,我们通过鼻子吸引氧气，空气像二氧化碳一样流向肺部并返回,我们 通过 鼻子 吸引 氧气 空气 像 二氧化碳 一样 流向 肺部 并 返回 ,13,1
43,空气通过肺和隔膜通过鼻子进入,空气 通过 肺 和 隔膜 通过 鼻子 进入 ,8,1
43,吸气时，空气通过鼻子进入，穿过肺部，然后通过横diaphragm膜排出，呼气时，横diaphragm膜肌肉开始运动，并通过胸部推动空气。,吸气 时 空气 通过 鼻子 进入 穿过 肺部 然后 通过 横 diaphragm 膜 排出 呼气 时 横 diaphragm 膜 肌肉 开始 运动 并 通过 胸部 推动 空气 ,27,0
43,空气进入嘴巴并进入肺部，在那里支气管吸收重要的东西，然后返回空气（呼气）。,空气 进入 嘴巴 并 进入 肺部 在 那里 支气管 吸收 重要 的 东西 然后 返回 空气 呼气 ,17,0
43,当我们吸入空气时，我们会吸入氧气，氧气变成能量，变成二氧化碳，我们在呼吸时消除了氧气。,当 我们 吸入 空气 时 我们 会 吸入 氧气 氧气 变成 能量 变成 二氧化碳 我们 在 呼吸 时 消除 了 氧气 ,21,1
43,不知道,不 知道 ,2,0
43,吸气是吸入空气中的氧气，呼气是消除二氧化碳的行为。,吸气 是 吸入 空气 中 的 氧气 呼气 是 消除 二氧化碳 的 行为 ,13,1
43,吸入是指空气进入而呼出是当空气进入​​时,吸入 是 指 空气 进入 而 呼出 是 当 空气 进入 时 ,12,1
43,吸入：diaphragm肌收缩，肺肿胀\呼气：diaphragm肌放松，肺肿胀,吸入 diaphragm 肌 收缩 肺 肿胀 呼气 diaphragm 肌 放松 肺 肿胀 ,12,2
43,灵感是当您将空气补充到体内时。呼气是指释放空气释放的二氧化碳,灵感 是 当 您 将 空气 补充 到 体内 时 呼气 是 指 释放 空气 释放 的 二氧化碳 ,18,1
43,隔膜收缩，使人呼气，隔膜放松，使人吸气。,隔膜 收缩 使人 呼气 隔膜 放松 使人 吸气 ,8,0
43,吸入，空气进入人体，呼气，空气离开人体,吸入 空气 进入 人体 呼气 空气 离开 人体 ,8,1
43,。,,0,0
43,吸入将空气吸入，呼出释放空气,吸入 将 空气 吸入 呼 出 释放 空气 ,8,1
43,。,,0,0
43,当我们吸气时，它会通过一个上升到我们脚部的细胞发生，并允许我们吸气\呼气=那个时候我们通过吸气的细胞释放二氧化碳,当 我们 吸气 时 它会 通过 一个 上升 到 我们 脚部 的 细胞 发生 并 允许 我们 吸气 呼气 那个 时候 我们 通过 吸气 的 细胞 释放 二氧化碳 ,28,0
43,吸气是指我们用清洁的空气充满肺部，而呼气是指我们从肺部释放二氧化碳。,吸气 是 指 我们 用 清洁 的 空气 充满 肺部 而 呼气 是 指 我们 从 肺部 释放 二氧化碳 ,19,1
43,。,,0,0
43,当人类吸气时，他会吸入空气并收缩肺部；当呼气时，他会释放空气并放松肺部。,当 人类 吸气 时 他会 吸入 空气 并 收缩 肺部 当 呼气 时 他会 释放 空气 并 放松 肺部 ,19,0
43,您通过鼻孔吸入空气，到达支气管中的肺部，发生空气交换，然后再次通过嘴或鼻子呼气,您 通过 鼻孔 吸入 空气 到达 支气管 中 的 肺部 发生 空气 交换 然后 再次 通过 嘴 或 鼻子 呼气 ,20,1
43,呼吸氧气并释放二氧化碳,呼吸 氧气 并 释放 二氧化碳 ,5,1
43,吸入是将氧气吸入肺部的行为，它将氧气转化为能量，水和气态气体，这些气体会在呼气时排出。,吸入 是 将 氧气 吸入 肺部 的 行为 它 将 氧气 转化 为 能量 水 和 气态 气体 这些 气体 会 在 呼气 时 排出 ,25,1
43,呼吸：呼吸呼吸：呼吸,呼吸 呼吸 呼吸 呼吸 ,4,1
43,吸入使空气中的二氧化碳充满肺部,吸入 使 空气 中 的 二氧化碳 充满 肺部 ,8,1
43,你需要氧气才能生存，然后呼吸,你 需要 氧气 才能 生存 然后 呼吸 ,7,0
43,吸气是通过收缩隔膜来吸收空气的作用，呼气是通过将空气排出来放松隔膜,吸气 是 通过 收缩 隔膜 来 吸收 空气 的 作用 呼气 是 通过 将 空气 排出来 放松 隔膜 ,18,1
43,（氧气）空气->鼻子->肺->（碳气）鼻子->外面,氧气 空气 鼻子 肺 碳气 鼻子 外面 ,7,1
43,当您吸入氧气和二氧化碳时，以及当您呼气时，二氧化碳就会出来。,当 您 吸入 氧气 和 二氧化碳 时 以及 当 您 呼气 时 二氧化碳 就 会 出来 ,16,1
43,进入的空气通过肺部，在肺部留下氧气并释放出碳气,进入 的 空气 通过 肺部 在 肺部 留下 氧气 并 释放 出碳气 ,12,1
43,不知道,不 知道 ,2,0
43,呼吸空气通过肺和隔膜,呼吸 空气 通过 肺 和 隔膜 ,6,0
43,不知道,不 知道 ,2,0
43,当人体呼气时，它释放了储存在肺中的所有空气，当被吸入时，鼻子将其吸收的所有空气拉出，然后被储存在肺中。,当 人体 呼气 时 它 释放 了 储存 在 肺 中 的 所有 空气 当 被吸入 时 鼻子 将 其 吸收 的 所有 空气 拉 出 然后 被 储存 在 肺 中 ,32,1
43,您吸入氧气并呼出二氧化碳。,您 吸入 氧气 并 呼出 二氧化碳 ,6,1
43,鼓舞=空气进入鼻腔通道，穿过肺部并离开示意图的收缩\鼓舞= diaphragm肌和肋间肌松弛，这减少了粗大的容积，并推出了所用的,鼓舞 空气 进入 鼻腔 通道 穿过 肺部 并 离开 示意图 的 收缩 鼓舞 diaphragm 肌 和 肋间肌 松弛 这 减少 了 粗大 的 容积 并 推出 了 所用 的 ,29,2
43,当我们吸入空气时，空气进入肺部并进入支气管，然后空气改变并离开我们的身体,当 我们 吸入 空气 时 空气 进入 肺部 并 进入 支气管 然后 空气 改变 并 离开 我们 的 身体 ,19,1
43,通过肺,通过 肺 ,2,0
43,氧气进入然后是碳气,氧气 进入 然后 是 碳气 ,5,0
43,肺肿胀，隔膜收缩。肺萎缩，隔膜松弛,肺 肿胀 隔膜 收缩 肺 萎缩 隔膜 松弛 ,8,1
43,空气通过鼻子被吸入，被吸入肺部，然后被“泵”到身体和心脏。,空气 通过 鼻子 被吸入 被吸入 肺部 然后 被 泵 到 身体 和 心脏 ,13,0
43,我们吸入氧气并呼出二氧化碳,我们 吸入 氧气 并 呼出 二氧化碳 ,6,1
43,灵感和到期啊,灵感 和 到期 啊 ,4,0
43,不知道。,不 知道 ,2,0
43,当我们吸入氧气时，氧气进入我们的身体并由细胞分配。当我们呼吸时，我们会释放二氧化碳。,当 我们 吸入 氧气 时 氧气 进入 我们 的 身体 并 由 细胞 分配 当 我们 呼吸 时 我们 会 释放 二氧化碳 ,22,1
43,空气通过鼻腔进入，穿过肺，然后通过隔膜的收缩而排出。,空气 通过 鼻腔 进入 穿过 肺 然后 通过 隔膜 的 收缩 而 排出 ,13,1
43,不知道,不 知道 ,2,0
43,吸入：吸取氧气\呼出：释放出碳气,吸入 吸取 氧气 呼 出 释放 出碳气 ,7,1
43,吸气：隔膜收缩并吸入空气。到期：隔膜松弛。,吸气 隔膜 收缩 并 吸入 空气 到期 隔膜 松弛 ,9,1
43,用心做事,用心 做事 ,2,0
43,灵感发生在,灵感 发生 在 ,3,0
43,吸入空气时，吸气是肺部扩张的过程，而通过释放空气，呼气是肺部收缩的过程。,吸入 空气 时 吸气 是 肺部 扩张 的 过程 而 通过 释放 空气 呼气 是 肺部 收缩 的 过程 ,19,0
43,吸气就像呼吸，呼气就像吹空气或呼气.....,吸气 就 像 呼吸 呼气 就 像 吹 空气 或 呼气 ,11,0
43,当我们吸气膜收缩时，当我们呼气膜放松时,当 我们 吸气 膜 收缩 时 当 我们 呼气 膜 放松 时 ,12,1
43,空气通过吸入进入肺部，空气通过呼出而呼出。,空气 通过 吸入 进入 肺部 空气 通过 呼出 而 呼出 ,10,1
43,您吸入空气并吸入，然后释放您通过肺呼吸的空气。,您 吸入 空气 并 吸入 然后 释放 您 通过 肺 呼吸 的 空气 ,13,1
43,吸入时，将包含氧气。\吸入时，将这些空气从体内排出，但转化为二氧化碳。,吸入 时 将 包含 氧气 吸入 时 将 这些 空气 从 体内 排出 但 转化 为 二氧化碳 ,17,1
43,吸气是允许空气进入肺部的一组运动。呼气由一系列运动组成，这些运动导致从气道内部排出空气。,吸气 是 允许 空气 进入 肺部 的 一组 运动 呼气 由 一系列 运动 组成 这些 运动 导致 从 气道 内部 排出 空气 ,22,2
43,不知道,不 知道 ,2,0
43,您吸气，隔膜收缩，肺部充满空气和气体交换。呼气时，隔膜放松，肺排空,您 吸气 隔膜 收缩 肺部 充满 空气 和 气体 交换 呼气 时 隔膜 放松 肺 排空 ,16,2
43,鼻毛不会让空气和肺中的灰尘更多，因此没有灰尘和细菌，不会让我们感冒,鼻毛 不会 让 空气 和 肺 中 的 灰尘 更 多 因此 没有 灰尘 和 细菌 不会 让 我们 感冒 ,20,0
43,空气通过鼻腔进入，穿过肺部并通过隔膜的收缩。,空气 通过 鼻腔 进入 穿过 肺部 并 通过 隔膜 的 收缩 ,11,1
43,不知道,不 知道 ,2,0
43,吸气是指身体内部向内部呼吸的空气\呼气是指肺部从外部向身体呼吸的空气。,吸气 是 指 身体 内部 向 内部 呼吸 的 空气 呼气 是 指 肺部 从 外部 向 身体 呼吸 的 空气 ,21,0
43,不知道。,不 知道 ,2,0
43,肺通过其肌肉进行吸气和呼气，并与氧气发生反应并与之发生反应，从而改变,肺 通过 其 肌肉 进行 吸气 和 呼气 并 与 氧气 发生 反应 并 与 之 发生 反应 从而 改变 ,20,0
43,吸气：空气进入鼻腔通道，穿过肺部，并通过隔膜的收缩而排出。当收缩时，隔膜下降，并且随着肋间肌肉的运动，肋骨的容积增大，导致内部压力降低并小于大气压。结果，空气进入肺部\呼气：The肌和肋间肌肉松弛，这会减少胸腔容积并将排出的空气排出。,吸气 空气 进入 鼻腔 通道 穿过 肺部 并 通过 隔膜 的 收缩 而 排出 当 收缩 时 隔膜 下降 并且 随着 肋间肌 肉 的 运动 肋骨 的 容积 增大 导致 内部 压力 降低 并 小于 大气压 结果 空气 进入 肺部 呼气 The 肌 和 肋间肌 肉 松弛 这会 减少 胸腔 容积 并 将 排出 的 空气 排出 ,57,3
43,呼吸的空气进入肺部，在那里它们与红细胞在氧气和二氧化碳之间进行交换。,呼吸 的 空气 进入 肺部 在 那里 它们 与 红细胞 在 氧气 和 二氧化碳 之间 进行 交换 ,17,0
43,空气进入肺后,空气 进入 肺后 ,3,0
43,吸气膜收缩时，肋骨保持器增加，而吸气膜时放松，肋骨保持器减小,吸气 膜 收缩 时 肋骨 保持 器 增加 而 吸气 膜 时 放松 肋骨 保持 器 减小 ,17,2
44,为什么有机体会“晕倒”您，使您无法再呼吸,为什么 有机体 会 晕倒 您 使 您 无法 再 呼吸 ,10,0
44,因为小脑让你不自主地呼吸，所以你不会死,因为 小脑 让 你 不 自主 地 呼吸 所以 你 不会 死 ,12,2
44,因为我们的身体有反应，它迫使我们呼吸,因为 我们 的 身体 有 反应 它 迫使 我们 呼吸 ,10,3
44,因为呼吸是非自愿的运动,因为 呼吸 是非 自愿 的 运动 ,6,0
44,因为肺不允许,因为 肺 不 允许 ,4,0
44,由于肺是一种非自愿器官，在氧气耗尽之前，它会开始非自愿呼吸，因此不会造成其全部损失,由于 肺 是 一种 非 自愿 器官 在 氧气 耗尽 之前 它会 开始 非 自愿 呼吸 因此 不会 造成 其 全部 损失 ,22,0
44,有一个叫做脊髓球的器官会不由自主地控制您的血液中二氧化碳的含量。当您屏住呼吸时，血液中的二氧化碳含量会增加，并且当达到一定极限时，灯泡会迫使您呼吸。,有 一个 叫做 脊髓 球 的 器官 会 不由自主 地 控制 您 的 血液 中 二氧化碳 的 含量 当 您 屏住 呼吸 时 血液 中 的 二氧化碳 含量 会 增加 并且 当 达到 一定 极限 时 灯泡 会 迫使 您 呼吸 ,41,3
44,因为大脑不允许氧气耗尽,因为 大脑 不 允许 氧气 耗尽 ,6,1
44,不知道,不 知道 ,2,0
44,不知道,不 知道 ,2,0
44,不知道,不 知道 ,2,0
44,因为空气会找到进入人体的方法，但是在其他地方,因为 空气 会 找到 进入 人体 的 方法 但是 在 其他 地方 ,12,0
44,不知道,不 知道 ,2,0
44,因为她会昏倒并开始正常呼吸,因为 她 会 昏倒 并 开始 正常 呼吸 ,8,0
44,因为人类的本能不允许这样。,因为 人类 的 本能 不 允许 这样 ,7,0
44,因为心脏泵送的血液有氧气,因为 心脏 泵送 的 血液 有 氧气 ,7,0
44,因为你的身体需要你至少呼吸一点点,因为 你 的 身体 需要 你 至少 呼吸 一点点 ,9,0
44,由于呼吸是一种非自愿机制，因此您的大脑很快就会命令呼吸。,由于 呼吸 是 一种 非 自愿 机制 因此 您 的 大脑 很快 就 会 命令 呼吸 ,16,0
44,因为这是人体的非自愿运动。,因为 这是 人体 的 非 自愿 运动 ,7,0
44,因为我们的防御代谢,因为 我们 的 防御 代谢 ,5,0
44,--,,0,0
44,。,,0,0
44,答：因为要呼吸，我们需要使我们保持生命的肺部,答 因为 要 呼吸 我们 需要 使 我们 保持 生命 的 肺部 ,12,0
44,不知道,不 知道 ,2,0
44,不知道,不 知道 ,2,0
44,因为我们的氧气一直在体内循环,因为 我们 的 氧气 一直 在 体内 循环 ,8,0
44,不知道,不 知道 ,2,0
44,因为这个人的心理无法导致,因为 这个 人 的 心理 无法 导致 ,7,0
44,因为人类研究所不允许这样做。,因为 人类 研究所 不 允许 这样 做 ,7,0
44,因为它不会因为大脑不让而停下来,因为 它 不会 因为 大脑 不让 而 停下来 ,8,1
44,因为呼吸是非自愿的，并且如果您的身体感觉到缺氧，它将使您呼吸,因为 呼吸 是非 自愿 的 并且 如果 您 的 身体 感觉 到 缺氧 它 将 使 您 呼吸 ,18,1
44,因为这是一种防御机制，本能就是生存，并且有时候，即使您不希望自己的身体使自己不自主地呼吸,因为 这是 一种 防御机制 本能 就是 生存 并且 有时候 即使 您 不 希望 自己 的 身体 使 自己 不 自主 地 呼吸 ,22,0
44,因为血液中有氧气,因为 血液 中有 氧气 ,4,0
44,因为被氧气杀死,因为 被 氧气 杀死 ,4,0
44,？,,0,0
44,对于有机体会使个人产生反应。,对于 有机体 会 使 个人 产生 反应 ,7,0
44,因为我们的血液一直在使用从糖中提取的氧气来产生能量,因为 我们 的 血液 一直 在 使用 从 糖 中 提取 的 氧气 来 产生 能量 ,16,0
44,因为人体还有其他获取氧气的方法。,因为 人体 还有 其他 获取 氧气 的 方法 ,8,0
44,血液中的二氧化碳含量会增加，当您达到一定的极限时，气泡会迫使您呼吸,血液 中 的 二氧化碳 含量 会 增加 当 您 达到 一定 的 极限 时 气泡 会 迫使 您 呼吸 ,19,3
44,因为血液中含有氧气，心脏会抽血,因为 血液 中 含有 氧气 心脏 会 抽血 ,8,0
44,不知道。,不 知道 ,2,0
44,因为它也存在于血液中。,因为 它 也 存在 于 血液 中 ,7,0
44,这个人死了，无法忍受完全停止呼吸,这个 人死 了 无法忍受 完全 停止 呼吸 ,7,0
44,因为呼吸是非自愿的DNA,因为 呼吸 是非 自愿 的 DNA ,6,0
44,因为呼吸是非自愿的，无论您是否喜欢，呼吸都会昏迷一小时，无论是否昏倒,因为 呼吸 是非 自愿 的 无论 您 是否 喜欢 呼吸 都 会 昏迷 一 小时 无论 是否 昏倒 ,18,0
44,因为我们的全身都有氧气,因为 我们 的 全身 都 有 氧气 ,7,0
44,人们无法停止呼吸，因为呼吸是非自愿行为。,人们 无法 停止 呼吸 因为 呼吸 是非 自愿 行为 ,9,0
44,您不能呼吸，因为大脑使您呼吸，因为人体长时间不呼吸就无法站立，这取决于您的肺部,您 不能 呼吸 因为 大脑 使 您 呼吸 因为 人体 长时间 不 呼吸 就 无法 站立 这 取决于 您 的 肺部 ,21,1
44,。,,0,0
44,血液中的二氧化碳含量增加，达到一定极限后，灯泡会迫使您呼吸,血液 中 的 二氧化碳 含量 增加 达到 一定 极限 后 灯泡 会 迫使 您 呼吸 ,15,3
44,因为它们有灯泡，所以当体内有二氧化碳时，该器官负责激活呼吸,因为 它们 有 灯泡 所以 当 体内 有 二氧化碳 时 该 器官 负责 激活 呼吸 ,15,1
44,不知道,不 知道 ,2,0
44,不知道,不 知道 ,2,0
44,因为她需要氧气而错过了氧气，而我们的血液会在需要时储存氧气,因为 她 需要 氧气 而 错过 了 氧气 而 我们 的 血液 会 在 需要 时 储存 氧气 ,18,0
44,不知道,不 知道 ,2,0
44,因为这是非自愿行为。,因为 这 是非 自愿 行为 ,5,0
44,这个人死了，无法忍受完全停止呼吸,这个 人死 了 无法忍受 完全 停止 呼吸 ,7,0
44,不知道,不 知道 ,2,0
44,我的生活是快乐，幸福和令人敬畏的。,我 的 生活 是 快乐 幸福 和 令人敬畏 的 ,9,0
44,因为身体储存了一些氧气，我们在呼吸时不会释放所有物质,因为 身体 储存 了 一些 氧气 我们 在 呼吸 时 不会 释放 所有 物质 ,14,0
44,因为有些人的肺部有很多气体，或者有某种肺部疾病,因为 有些 人 的 肺部 有 很多 气体 或者 有 某种 肺部 疾病 ,13,0
44,因为没有氧气，一切都会停止工作,因为 没有 氧气 一切 都 会 停止 工作 ,8,0
44,因为当您停止呼吸时，有时大脑会不由自主地释放您,因为 当 您 停止 呼吸 时 有时 大脑 会 不由自主 地 释放 您 ,13,1
44,不知道,不 知道 ,2,0
44,因为我们继续进行新陈代谢过程。,因为 我们 继续 进行 新陈代谢 过程 ,6,0
44,不知道,不 知道 ,2,0
44,因为当该人试图呼吸时一直呼吸直到他在大脑缺氧的确切时间死亡时，他才会发出呼吸命令。,因为 当该 人 试图 呼吸 时 一直 呼吸 直到 他 在 大 脑缺氧 的 确切 时间 死亡 时 他 才 会 发出 呼吸 命令 ,24,2
44,因为它是身体自动产生的东西。,因为 它 是 身体 自动 产生 的 东西 ,8,0
44,不知道,不 知道 ,2,0
44,因为我们依靠氧气来生存，所以即使您想屏住呼吸，您也做不到。,因为 我们 依靠 氧气 来 生存 所以 即使 您 想 屏住 呼吸 您 也 做 不到 ,16,0
44,人们无法完全停止呼吸，因为如果他们不死,人们 无法 完全 停止 呼吸 因为 如果 他们 不死 ,9,0
44,因为呼吸是非自愿的运动。,因为 呼吸 是非 自愿 的 运动 ,6,0
44,当我们停止呼吸一段时间后，我们将失去知觉，直到我们昏倒。当那件事发生时，我们会再次呼吸,当 我们 停止 呼吸 一段时间 后 我们 将 失去知觉 直到 我们 昏倒 当 那件事 发生 时 我们 会 再次 呼吸 ,20,0
44,为什么会被您的大脑自动,为什么 会 被 您 的 大脑 自动 ,7,0
44,由于神经系统不允许这种情况发生，因此会导致身体再次释放呼吸。,由于 神经系统 不 允许 这种 情况 发生 因此 会 导致 身体 再次 释放 呼吸 ,14,2
44,呼吸是由灯泡控制的，因此即使有人想造成氧气完全缺乏，他们也无法做到，因为灯泡是非自愿的肌肉，因此您无法控制它。,呼吸 是 由 灯泡 控制 的 因此 即使 有人 想 造成 氧气 完全 缺乏 他们 也 无法 做到 因为 灯泡 是非 自愿 的 肌肉 因此 您 无法控制 它 ,28,0
44,因为呼吸是非自愿行为。,因为 呼吸 是非 自愿 行为 ,5,0
44,不知道,不 知道 ,2,0
44,当我分解氧气并被血红蛋白转运时，该人可能会遇到氧气运输问题，例如贫血。,当 我 分解 氧气 并 被 血红蛋白 转运 时 该 人 可能 会 遇到 氧气 运输 问题 例如 贫血 ,19,0
44,不知道,不 知道 ,2,0
44,不知道,不 知道 ,2,0
44,不知道,不 知道 ,2,0
44,人们无法完全停止呼吸，因为如果他们不死,人们 无法 完全 停止 呼吸 因为 如果 他们 不死 ,9,0
44,因为身体会储存气体。,因为 身体 会 储存 气体 ,5,0
44,因为氧气是生活的主要因素，并且身体会为生存而奋斗，直到它散发出来并且失去知觉,因为 氧气 是 生活 的 主要 因素 并且 身体 会为 生存 而 奋斗 直到 它 散发 出来 并且 失去知觉 ,19,0
44,因为我们的细胞中有氧气,因为 我们 的 细胞 中有 氧气 ,6,0
44,因为我们体内也总是有空气。,因为 我们 体内 也 总是 有 空气 ,7,0
44,的,的 ,1,0
44,因为她先晕倒,因为 她 先 晕倒 ,4,0
44,因为我们的身体总是在进行气体交换并且我们的身体有氧气。,因为 我们 的 身体 总是 在 进行 气体 交换 并且 我们 的 身体 有 氧气 ,15,0
44,因为呼吸是不自愿的。,因为 呼吸 是 不 自愿 的 ,6,0
44,因为灯泡有自发的生存反应,因为 灯泡 有 自发 的 生存 反应 ,7,0
44,不知道,不 知道 ,2,0
44,不知道,不 知道 ,2,0
44,因为肺不会通过进行核反应来控制自己,因为 肺 不会 通过 进行 核反应 来 控制 自己 ,9,0
44,因为有机体不允许，因为停止呼吸的人死亡。,因为 有机体 不 允许 因为 停止 呼吸 的 人 死亡 ,10,0
44,因为我们的身体需要氧气。,因为 我们 的 身体 需要 氧气 ,6,1
44,因为呼吸是非自愿行为,因为 呼吸 是非 自愿 行为 ,5,0
44,因为我们拥有它作为储备，当它结束时，我们的肺变得稀薄，我们无法呼吸,因为 我们 拥有 它 作为 储备 当 它 结束 时 我们 的 肺 变得 稀薄 我们 无法 呼吸 ,18,0
44,因为我们的血液中也有氧气。,因为 我们 的 血液 中 也 有 氧气 ,8,0
44,呼吸是非自愿行为，您无法控制,呼吸 是非 自愿 行为 您 无法控制 ,6,0
